id,type_desc,traveltime,km,ts1,lat1,lon1,ts2,lat2,lon2
226311,BusNo,1:00:38,24.52164395,04-11-18 19:15,14.229998,99.064825,04-11-18 20:16,14.229005,99.065291
226311,BusNo,0:13:55,13.73119304,04-11-18 17:15,14.330063,98.980446,04-11-18 17:29,14.235501,99.060106
226311,BusNo,0:29:49,15.14180386,04-11-18 7:54,14.277623,99.00395,04-11-18 8:24,14.282316,99.008463
226311,BusNo,0:10:56,4.171096388,04-11-18 15:20,14.278998,99.00521,04-11-18 15:31,14.312625,98.990726
226402,BusNo,2:16:14,115.1572488,04-11-18 7:52,13.703276,99.899071,04-11-18 10:08,14.08938,99.28072
226780,BusNo,2:58:58,152.9094033,04-11-18 10:11,13.521796,99.963458,04-11-18 13:10,14.376998,99.143443
226962,BusNo,0:21:54,9.5419399,04-11-18 14:50,14.240468,99.017113,04-11-18 15:12,14.231871,99.063471
226962,BusNo,0:46:47,52.41827412,04-11-18 12:53,14.054556,99.431621,04-11-18 13:40,14.237796,99.018241
228331,BusNo,1:01:45,53.160887,04-11-18 10:55,14.430966,99.12701,04-11-18 11:57,14.229061,99.06529
228801,BusNo,0:54:30,29.80478341,04-11-18 19:02,14.3325,98.9725,04-11-18 19:57,14.2528,99.01769
228801,BusNo,0:51:00,22.70936181,04-11-18 11:38,14.2532,99.01757,04-11-18 12:29,14.2547,99.01494
228801,BusNo,0:11:30,1.94624607,04-11-18 16:41,14.3299,98.9698,04-11-18 16:52,14.3312,98.9727
228801,BusNo,0:54:30,26.64226966,04-11-18 14:53,14.253,99.01768,04-11-18 15:48,14.3292,98.9694
238707,BusNo,1:16:14,93.03463288,04-11-18 2:51,13.88855,99.80379,04-11-18 4:07,14.21058,99.08851
238707,BusNo,3:01:38,131.1370215,04-11-18 14:20,15.17325,98.46768,04-11-18 17:22,14.23737,99.05811
247296,BusNo,0:13:01,1.19266761,04-11-18 12:36,14.640198,98.985772,04-11-18 12:49,14.63697,98.995387
248146,BusNo,0:50:00,17.66251894,04-11-18 14:56,14.255688,99.041495,04-11-18 15:46,14.221647,99.071567
248146,BusNo,0:50:01,55.23490161,04-11-18 13:44,14.045518,99.500553,04-11-18 14:34,14.237605,99.058045
250650,BusNo,0:12:13,8.701021275,04-11-18 12:49,14.279875,99.00552,04-11-18 13:01,14.23594,99.05998
250650,BusNo,0:21:52,11.86116773,04-11-18 13:46,14.23891,99.056815,04-11-18 14:08,14.240325,99.01736
252013,BusNo,0:52:09,55.29596236,04-11-18 16:40,14.048091,99.497303,04-11-18 17:32,14.234793,99.067176
252368,BusNo,1:20:01,76.26897882,04-11-18 15:17,14.74177,98.64057,04-11-18 16:37,14.2415,99.05358
252368,BusNo,2:27:19,123.3256195,04-11-18 1:27,13.79841,99.98099,04-11-18 3:54,14.2494,99.04593
256611,BusNo,0:13:10,0.105729112,04-11-18 12:24,14.211,99.0865,04-11-18 12:37,14.211,99.086333
256740,BusNo,1:00:45,59.32836775,04-11-18 13:08,14.042167,99.504667,04-11-18 14:08,14.375167,99.144
259416,BusNo,0:11:07,4.781666228,04-11-18 13:15,14.38815,99.14566,04-11-18 13:26,14.38774,99.14684
259416,BusNo,0:50:47,7.225238917,04-11-18 7:20,14.38173,99.14526,04-11-18 8:11,14.38184,99.14531
259416,BusNo,0:14:09,3.948615273,04-11-18 15:58,14.38856,99.14434,04-11-18 16:12,14.38381,99.13599
259420,BusNo,0:50:24,41.21564889,04-11-18 8:19,14.03698,99.48705,04-11-18 9:09,14.10705,99.15955
259420,BusNo,0:27:13,18.20360659,04-11-18 10:08,14.1195,99.1468,04-11-18 10:35,14.23614,99.05961
260497,BusNo,0:48:00,47.65250526,04-11-18 9:31,13.954405,99.595117,04-11-18 10:19,14.100287,99.231077
261229,BusNo,0:52:28,25.88856329,04-11-18 18:49,14.424143,99.132886,04-11-18 19:42,14.236265,99.236015
261229,BusNo,2:27:47,85.57145681,04-11-18 10:00,13.954019,99.606366,04-11-18 12:28,14.423376,99.13707
