id,type_desc,traveltime,km,ts1,lat1,lon1,ts2,lat2,lon2
192300,BusNo,0:17:00,8.14874849,04-11-18 8:13,14.385933,99.129662,04-11-18 8:30,14.387366,99.128654
192325,BusNo,0:46:40,43.51631986,04-11-18 10:14,14.04136,99.50959,04-11-18 11:00,14.106765,99.164299
192422,BusNo,0:16:13,9.710651207,04-11-18 12:05,14.284157,99.002274,04-11-18 12:21,14.232578,99.067909
192422,BusNo,1:41:42,67.82001716,04-11-18 17:05,14.046285,99.509567,04-11-18 18:47,14.223969,99.063011
192562,BusNo,0:21:00,12.28949408,04-11-18 14:56,14.123433,99.348373,04-11-18 15:17,14.091396,99.281677
192562,BusNo,0:11:00,11.06725204,04-11-18 12:21,14.38431,99.13147,04-11-18 12:32,14.32046,99.208733
193560,BusNo,0:39:44,42.58372297,04-11-18 10:55,14.044766,99.505768,04-11-18 11:35,14.117501,99.143692
193640,BusNo,0:37:54,34.51548831,04-11-18 12:37,14.234696,99.067253,04-11-18 13:15,14.096423,99.175041
193640,BusNo,0:14:00,7.585295757,04-11-18 13:41,14.094037,99.178322,04-11-18 13:55,14.106588,99.164558
193640,BusNo,0:43:00,42.88427351,04-11-18 8:25,14.216547,99.057533,04-11-18 9:08,14.377807,99.14711
193640,BusNo,0:51:26,45.4906283,04-11-18 11:08,14.378656,99.141235,04-11-18 12:00,14.233552,99.067535
193640,BusNo,0:33:00,19.35400615,04-11-18 14:23,14.107937,99.156586,04-11-18 14:56,14.222665,99.062103
193998,BusNo,1:36:56,92.81264176,04-11-18 17:19,13.966917,99.728607,04-11-18 18:56,14.28441,99.002136
194235,BusNo,1:07:10,62.52907888,04-11-18 13:44,14.024012,99.526344,04-11-18 14:51,14.385913,99.14357
195522,BusNo,1:01:00,45.99522422,04-11-18 9:59,14.028057,99.526978,04-11-18 11:00,14.107081,99.159615
198475,BusNo,0:47:42,14.144357,04-11-18 12:43,14.46278,99.12579,04-11-18 13:30,14.38045,99.13905
198475,BusNo,0:14:10,4.16997201,04-11-18 12:13,14.43196,99.12967,04-11-18 12:27,14.46536,99.12344
198625,BusNo,5:41:32,192.7621758,04-11-18 7:29,14.05432,99.43201,04-11-18 13:11,14.2341,99.06283
203004,BusNo,0:36:05,36.82834853,04-11-18 13:29,14.354854,98.956095,04-11-18 14:05,14.212572,99.21544
205282,BusNo,1:29:51,83.59349029,04-11-18 4:56,13.863865,99.534014,04-11-18 6:26,14.281454,99.001828
205974,BusNo,0:12:07,8.099573527,04-11-18 8:25,14.281285,99.000713,04-11-18 8:38,14.24135,99.053865
206214,BusNo,0:18:56,8.749024823,04-11-18 7:05,14.232551,99.062806,04-11-18 7:24,14.281536,99.000608
207150,BusNo,0:32:57,34.35853784,04-11-18 11:01,14.354495,98.957651,04-11-18 11:34,14.118468,99.156561
207574,BusNo,0:58:34,72.49890113,04-11-18 14:09,14.73012,98.658381,04-11-18 15:07,14.218583,99.063826
208404,BusNo,0:41:20,36.85866215,04-11-18 10:33,14.0605,99.483667,04-11-18 11:14,14.123333,99.154833
208404,BusNo,0:58:12,63.64625432,04-11-18 19:52,14.049,99.506167,04-11-18 20:50,14.278333,99.004167
208462,BusNo,1:03:26,51.39658456,04-11-18 14:59,14.042833,99.504333,04-11-18 16:02,14.070167,99.226667
208462,BusNo,0:38:16,39.36207147,04-11-18 16:29,14.040167,99.257167,04-11-18 17:08,14.267167,99.028167
209307,BusNo,0:39:16,40.70153691,04-11-18 13:44,14.042833,99.502667,04-11-18 14:23,14.136,99.152167
209307,BusNo,0:54:23,31.60988025,04-11-18 15:21,14.1675,99.132833,04-11-18 16:15,14.223333,99.0705
209724,BusNo,2:50:16,163.3764257,04-11-18 14:47,13.42,99.948333,04-11-18 17:37,14.278167,99.016667
210652,BusNo,1:06:00,74.71474215,04-11-18 12:54,14.738601,98.632866,04-11-18 14:00,14.237725,99.05822
210872,BusNo,0:48:00,20.8636058,04-11-18 11:48,14.114388,99.136161,04-11-18 12:36,14.044563,99.254355
210872,BusNo,0:37:00,39.53108994,04-11-18 10:07,14.055471,99.475173,04-11-18 10:44,14.117135,99.137851
211058,BusNo,0:42:00,28.30711941,04-11-18 12:58,14.430134,99.129345,04-11-18 13:40,14.228261,99.240021
211085,BusNo,0:14:00,18.71663354,04-11-18 9:39,14.048116,99.444561,04-11-18 9:53,14.08985,99.280165
